date,Temperature,Dew,Humidity,Pressure
02-05-2015,30.47,23.73,18.62,100.23
03-05-2015,29.58,24.49,19.35,100.3
04-05-2015,29.28,24.48,19.29,100.37
05-05-2015,29.89,22.95,17.64,100.32
06-05-2015,29.81,23.67,18.37,100.23
07-05-2015,30.24,23.97,18.74,100.3
08-05-2015,31.06,23.58,18.37,100.16
09-05-2015,30.7,24.26,19.17,100.04
10-05-2015,30.83,22.88,17.76,100.08
11-05-2015,30.61,20.33,15.5,100.31
12-05-2015,30.47,21.85,16.6,100.28
13-05-2015,29.19,22.18,16.97,100.25
14-05-2015,28.01,25,19.9,100.2
15-05-2015,28.75,24.65,19.47,100.28
16-05-2015,29.07,24.26,19.1,100.16
17-05-2015,29.28,23.77,18.55,100.01
18-05-2015,31.26,23.37,18.19,99.93
19-05-2015,31.69,23.47,18.31,99.95
20-05-2015,30.99,24.65,19.59,99.99
21-05-2015,32.46,23.34,18.19,99.93
22-05-2015,30.77,23.41,18.13,100.09
23-05-2015,31.73,22.65,17.4,100
24-05-2015,31.86,23.01,17.76,100.05
25-05-2015,32.91,22.65,17.4,99.99
26-05-2015,30.67,21.55,16.3,100.08
27-05-2015,28.01,23.76,18.49,100.12
28-05-2015,29.73,22.39,17.09,99.92
29-05-2015,31.02,23.29,18.13,99.89
30-05-2015,30.09,24.37,19.29,100.03
31-05-2015,31.21,24.38,19.29,99.93
01-06-2015,29.74,24.07,18.92,99.95
02-06-2015,30.83,23.52,18.31,99.99
03-06-2015,29.91,23.86,18.68,99.97
04-06-2015,29.66,24.71,19.65,100.02
05-06-2015,29.41,24.63,19.53,100.14
06-06-2015,29.89,24.08,18.92,100.08
07-06-2015,30.5,23.73,18.62,99.99
08-06-2015,30.83,22.5,17.27,100.04
09-06-2015,30.44,23,17.7,100.11
10-06-2015,30.33,23.32,18.13,100.05
11-06-2015,30.85,23.5,18.31,99.97
12-06-2015,28.04,24.41,19.23,100.07
13-06-2015,29.95,23.73,18.55,99.98
14-06-2015,30.04,23.15,17.94,99.91
15-06-2015,30.18,20.8,15.56,99.87
16-06-2015,29.47,20.96,15.69,99.87
17-06-2015,29.02,21.51,16.24,99.79
18-06-2015,28.25,21.22,15.93,99.81
19-06-2015,28.87,21.72,16.36,99.84
20-06-2015,30.85,20.73,15.5,99.71
21-06-2015,30.12,21.07,15.75,99.8
22-06-2015,30.5,21.68,16.36,99.87
23-06-2015,30.79,23,17.7,99.96
24-06-2015,30.53,23.08,17.76,100.08
25-06-2015,31.26,22.69,17.4,100
26-06-2015,31.44,22.08,16.78,99.91
27-06-2015,31.16,21.75,16.42,99.94
28-06-2015,30.65,23.12,17.82,100.11
29-06-2015,30.69,23.07,17.76,100.22
30-06-2015,30.65,22.69,17.4,100.22
01-07-2015,30.92,22.44,17.21,100.22
02-07-2015,31.23,22.55,17.33,100.25
03-07-2015,30.86,23.34,18.13,100.23
04-07-2015,31.26,23.46,18.25,100.13
05-07-2015,31.7,22.48,17.21,99.94
06-07-2015,32.33,20.63,15.44,99.85
07-07-2015,32.15,20.05,14.95,99.79
08-07-2015,31.93,21.26,15.99,99.92
09-07-2015,32.96,21.66,16.36,99.95
10-07-2015,31.48,22.38,17.03,99.85
11-07-2015,31.39,22.3,16.97,99.87
12-07-2015,31.67,21.88,16.6,99.91
13-07-2015,32.25,22.2,16.97,99.85
14-07-2015,31.85,22.93,17.76,99.78
15-07-2015,30.79,23.64,18.49,99.68
16-07-2015,31.18,22.9,17.76,99.62
17-07-2015,31.14,22.32,17.09,99.69
18-07-2015,31.08,22.53,17.27,99.81
19-07-2015,29.93,22.47,17.15,99.87
20-07-2015,30.65,22.05,16.78,99.78
21-07-2015,30.3,22.65,17.4,99.81
22-07-2015,29.6,23.31,18.07,99.97
23-07-2015,29.08,23.67,18.43,100.11
24-07-2015,30.31,22.88,17.64,100.18
25-07-2015,29.97,22.73,17.46,100.15
26-07-2015,29.12,22.31,16.97,100.22
27-07-2015,30.05,22.14,16.85,100.24
28-07-2015,30.2,22.23,16.97,100.3
29-07-2015,29.8,22.24,17.03,100.21
30-07-2015,30.09,21.85,16.54,100.2
31-07-2015,29.99,22.81,17.52,100.18
01-08-2015,29.53,23.49,18.19,100.27
02-08-2015,29.4,22.96,17.64,100.27
03-08-2015,27.79,23.32,18.01,100.18
04-08-2015,29.15,23.58,18.37,100.09
05-08-2015,29.02,22.76,17.46,100.07
06-08-2015,29.6,21.29,15.99,99.94
07-08-2015,30.01,22.43,17.15,99.94
08-08-2015,30.37,23.37,18.19,99.95
09-08-2015,29.59,23.07,17.82,99.78
10-08-2015,27.98,23.72,18.49,99.79
11-08-2015,28.99,23.64,18.43,99.93
12-08-2015,29.76,22.78,17.58,100.01
13-08-2015,30.12,22.75,17.46,99.97
14-08-2015,30.55,22.95,17.7,99.98
15-08-2015,30.03,23.68,18.49,100.09
16-08-2015,28.72,24.03,18.8,100.25
17-08-2015,28.19,24.27,19.04,100.21
18-08-2015,28.47,24.16,18.92,100.29
19-08-2015,28.73,24.65,19.47,100.35
20-08-2015,28.89,24.86,19.71,100.34
21-08-2015,27.78,24.42,19.23,100.32
22-08-2015,28.38,23.8,18.55,100.22
23-08-2015,29.14,23.7,18.43,100.15
24-08-2015,28.87,23.28,18.01,100.2
25-08-2015,28.91,23.49,18.19,100.13
26-08-2015,28.95,23.41,18.13,100.04
27-08-2015,28.87,24.13,18.92,100.01
28-08-2015,29.36,23.78,18.55,100.08
29-08-2015,29.83,23.38,18.19,100.06
30-08-2015,29.94,24.15,18.98,100.13
31-08-2015,29.74,23.79,18.55,100.22
01-09-2015,29.46,23.98,18.74,100.17
02-09-2015,29.18,24.24,19.04,100.13
03-09-2015,28.22,24.51,19.29,100.26
04-09-2015,28.59,24.49,19.29,100.47
05-09-2015,28.53,24.51,19.29,100.53
06-09-2015,28.26,24.38,19.1,100.48
07-09-2015,26.49,24.03,18.74,100.49
08-09-2015,28.21,23.08,17.7,100.41
09-09-2015,28.53,22.97,17.7,100.34
10-09-2015,28.34,23.73,18.43,100.35
11-09-2015,28.47,23.62,18.31,100.27
12-09-2015,28.9,22.26,16.91,100.24
13-09-2015,28.98,21.87,16.6,100.26
14-09-2015,28.99,23.26,17.94,100.17
15-09-2015,29.55,22.47,17.09,100.01
16-09-2015,29.71,22.5,17.21,99.8
17-09-2015,29.55,22.24,17.03,99.76
18-09-2015,29.23,23.83,18.62,99.9
19-09-2015,28.92,24.3,19.17,99.99
20-09-2015,27.85,24.73,19.59,100.05
21-09-2015,28,23.95,18.68,100.16
22-09-2015,28.57,24.27,19.04,100.2
23-09-2015,28.52,24.55,19.35,100.35
24-09-2015,28.43,24.66,19.47,100.3
25-09-2015,29.05,24.13,18.92,100.16
26-09-2015,28.18,24.97,19.84,100.19
27-09-2015,28.29,23.36,18.07,100.22
28-09-2015,28.02,23.5,18.19,100.18
29-09-2015,27.36,23.62,18.31,100.23
30-09-2015,27.52,22.98,17.58,100.38
01-10-2015,27.29,23.87,18.55,100.47
02-10-2015,28.46,24.52,19.29,100.54
03-10-2015,28.26,24.58,19.35,100.51
04-10-2015,28.33,24.26,18.98,100.47
05-10-2015,27.81,23.66,18.37,100.41
06-10-2015,28.06,23.64,18.31,100.33
07-10-2015,28.03,24.23,18.98,100.32
08-10-2015,28.03,24.15,18.86,100.36
09-10-2015,28.15,23.46,18.13,100.35
10-10-2015,28.37,24.28,19.04,100.38
11-10-2015,27.68,24.31,19.04,100.54
12-10-2015,28.08,23.05,17.64,100.59
13-10-2015,27.78,22.63,17.21,100.61
14-10-2015,27.48,21.39,15.93,100.64
15-10-2015,27.34,22.13,16.66,100.62
16-10-2015,27.41,22.73,17.27,100.64
17-10-2015,27.41,23.39,17.94,100.67
18-10-2015,27.78,23.18,17.7,100.74
19-10-2015,27.82,23.8,18.43,100.68
20-10-2015,27.62,22.62,17.21,100.52
21-10-2015,27.66,22.22,16.72,100.48
22-10-2015,27.11,20.85,15.44,100.59
23-10-2015,27.19,21.05,15.62,100.55
24-10-2015,27.08,20.95,15.5,100.53
25-10-2015,27.46,21.44,15.93,100.63
26-10-2015,27.98,21.07,15.56,100.67
27-10-2015,27.71,22.33,16.85,100.62
28-10-2015,26.73,23.1,17.7,100.61
29-10-2015,27.06,22.95,17.52,100.55
30-10-2015,26.8,24.1,18.8,100.41
31-10-2015,26.87,23.97,18.62,100.47
01-11-2015,27.02,24.1,18.8,100.56
02-11-2015,26.58,23.5,18.07,100.69
03-11-2015,27.13,23.09,17.64,100.66
04-11-2015,27.25,23.15,17.76,100.58
05-11-2015,27.15,23.59,18.19,100.56
06-11-2015,26.77,23.37,17.94,100.49
07-11-2015,26.79,23.45,18.07,100.55
08-11-2015,26.52,24.48,19.23,100.53
09-11-2015,26,24.4,19.29,99.77
10-11-2015,26.54,23.56,18.25,100.07
11-11-2015,26.56,24.01,18.68,100.44
12-11-2015,26.84,24.22,18.92,100.62
13-11-2015,25.94,23.23,17.82,100.64
14-11-2015,25.08,23.05,17.7,100.47
15-11-2015,25.78,24.45,19.23,100.3
16-11-2015,25.71,24.51,19.35,100.04
17-11-2015,25.43,23.68,18.43,100.06
18-11-2015,26.23,24.48,19.23,100.37
19-11-2015,25.87,24.26,18.98,100.56
20-11-2015,25.88,23.9,18.55,100.57
21-11-2015,25.95,24.53,19.29,100.55
22-11-2015,26.23,24.63,19.41,100.56
23-11-2015,26.43,24.26,18.92,100.64
24-11-2015,25.44,22.94,17.46,100.66
25-11-2015,24.54,21.31,15.81,100.69
26-11-2015,24.85,22.15,16.66,100.67
27-11-2015,24.83,22.05,16.6,100.57
28-11-2015,24.23,21.58,16.11,100.75
29-11-2015,25.25,23.95,18.55,100.8
30-11-2015,25.21,24.05,18.68,100.81
01-12-2015,24.84,23.48,18.07,100.69
02-12-2015,24.55,23.09,17.64,100.67
03-12-2015,24.93,23.33,17.88,100.63
04-12-2015,25.49,23.67,18.31,100.63
05-12-2015,25.58,23.34,17.88,100.67
06-12-2015,25.47,23.64,18.25,100.68
07-12-2015,25.29,22.8,17.33,100.74
08-12-2015,24.49,21.57,16.05,100.81
09-12-2015,24.75,22.86,17.4,100.79
10-12-2015,25.26,23,17.52,100.79
11-12-2015,24.95,22.52,17.03,100.66
12-12-2015,25.52,21.83,16.36,100.55
13-12-2015,24.97,20.97,15.5,100.64
14-12-2015,24.34,20.75,15.26,100.71
15-12-2015,24.31,20.86,15.38,100.74
16-12-2015,24.24,20.67,15.2,100.79
17-12-2015,25.24,20.78,15.32,100.77
18-12-2015,25.37,21.48,15.93,100.83
19-12-2015,25.03,21.82,16.24,101
20-12-2015,24.33,21.11,15.56,100.99
21-12-2015,24.52,19.35,13.98,100.96
22-12-2015,24.89,21.31,15.75,101.02
23-12-2015,25.11,21.44,15.87,101.01
24-12-2015,25.01,21.1,15.56,100.93
25-12-2015,24.66,21.1,15.56,100.93
26-12-2015,24.39,21.37,15.87,100.98
27-12-2015,24.62,21.24,15.69,101.08
28-12-2015,23.85,19.89,14.4,101.21
29-12-2015,23.56,19.94,14.47,101.1
30-12-2015,23.49,19.98,14.53,100.97
31-12-2015,23.87,19.65,14.22,101.06
01-01-2016,23.73,19.28,13.85,101.18
02-01-2016,23.5,19.1,13.73,101.22
03-01-2016,23.52,19.11,13.73,101.08
04-01-2016,23.78,19.24,13.85,101.07
05-01-2016,23.73,19.05,13.67,101.01
06-01-2016,23.46,19.2,13.79,101.01
07-01-2016,23.44,18.81,13.49,101.07
08-01-2016,23.4,18.67,13.37,101.08
09-01-2016,23.03,17.76,12.63,100.91
10-01-2016,22.85,17.49,12.39,101.01
11-01-2016,23.25,17.77,12.63,101.02
12-01-2016,23.17,17.58,12.51,100.87
13-01-2016,23.21,17.86,12.76,100.81
14-01-2016,23.07,17.92,12.76,100.83
15-01-2016,23.07,18.37,13.12,100.77
16-01-2016,22.79,17.65,12.57,100.71
17-01-2016,22.86,18.01,12.88,100.7
18-01-2016,23.78,19.11,13.79,100.63
19-01-2016,24.89,20.48,15.01,100.6
20-01-2016,25.19,20.95,15.44,100.7
21-01-2016,25.05,20.6,15.08,100.79
22-01-2016,24.41,21.4,15.87,100.88
23-01-2016,25.08,22.32,16.78,100.94
24-01-2016,25.16,21.98,16.42,100.96
25-01-2016,25.26,21.14,15.62,100.88
26-01-2016,25.01,20.47,14.95,100.82
27-01-2016,24.8,19.72,14.28,100.82
28-01-2016,24.86,19.16,13.79,100.83
29-01-2016,24.65,19.46,14.04,100.91
30-01-2016,24.55,19.69,14.28,100.9
31-01-2016,24.21,19.68,14.28,100.86
01-02-2016,23.98,18.82,13.49,100.87
02-02-2016,24.05,18.94,13.61,100.89
03-02-2016,24.22,19.4,14.04,100.8
04-02-2016,24.74,19.56,14.16,100.83
05-02-2016,25.42,19.78,14.4,100.8
06-02-2016,25.38,19.62,14.22,100.68
07-02-2016,25.94,20.17,14.71,100.76
08-02-2016,25.84,20.88,15.38,100.75
09-02-2016,25.4,20.3,14.89,100.74
10-02-2016,25.44,19.48,14.16,100.69
11-02-2016,25.48,19.76,14.34,100.63
12-02-2016,25.77,19.77,14.4,100.63
13-02-2016,26.26,20.76,15.32,100.65
14-02-2016,25.58,19.4,14.1,100.72
15-02-2016,26.12,20.01,14.59,100.83
16-02-2016,26.11,20.25,14.77,100.88
17-02-2016,26.26,20.87,15.38,100.86
18-02-2016,26.69,20.56,15.14,100.83
19-02-2016,26.32,20.84,15.38,100.94
20-02-2016,27.38,21.88,16.36,100.88
21-02-2016,27.49,21.73,16.3,100.76
22-02-2016,27.02,21.05,15.69,100.84
23-02-2016,26.26,20.33,14.95,100.78
24-02-2016,26.37,19.32,14.1,100.68
25-02-2016,27.26,21.12,15.69,100.73
26-02-2016,27.44,21.14,15.62,100.89
27-02-2016,26.86,21.82,16.3,100.98
28-02-2016,27.31,22.39,16.85,101.06
29-02-2016,27.05,21.78,16.24,101.03
01-03-2016,27.43,21.28,15.81,100.84
02-03-2016,26.78,21.07,15.56,100.86
03-03-2016,27.08,20.59,15.2,100.92
04-03-2016,26.16,20.69,15.26,100.79
05-03-2016,27.15,20.55,15.2,100.66
06-03-2016,27.16,20.46,15.14,100.62
07-03-2016,27.39,20.37,15.08,100.59
08-03-2016,27.33,20.26,14.95,100.54
09-03-2016,27.96,20.12,14.89,100.58
10-03-2016,27.11,21.93,16.48,100.66
11-03-2016,28.23,21.3,15.99,100.63
12-03-2016,28.26,21.45,16.05,100.58
13-03-2016,29.08,21.69,16.3,100.55
14-03-2016,29,21.32,15.99,100.58
15-03-2016,28.87,21.08,15.69,100.57
16-03-2016,29.32,21.55,16.17,100.5
17-03-2016,30.02,21,15.69,100.53
18-03-2016,29.62,20.04,14.83,100.5
19-03-2016,30.03,19.02,14.22,100.44
20-03-2016,30.2,20.21,15.08,100.48
21-03-2016,30.78,19.78,14.77,100.36
22-03-2016,31.26,21.46,16.36,100.21
23-03-2016,31.35,22.84,17.76,100.33
24-03-2016,30.48,21.75,16.6,100.61
25-03-2016,29.25,21.09,15.81,100.76
26-03-2016,29.12,19.74,14.71,100.72
27-03-2016,28.9,19.89,14.77,100.69
28-03-2016,29.45,21.12,15.87,100.69
29-03-2016,30.38,22.53,17.15,100.71
30-03-2016,29.96,22.2,16.97,100.69
31-03-2016,30.05,21.62,16.42,100.56
01-04-2016,30.2,21.21,16.05,100.38
02-04-2016,30.37,21.48,16.3,100.45
03-04-2016,30.94,21.3,16.17,100.54
04-04-2016,30.48,20.99,15.93,100.43
05-04-2016,30.36,20.81,15.81,100.37
06-04-2016,30.73,22.12,16.85,100.43
07-04-2016,31.06,23.12,17.82,100.36
08-04-2016,31.26,23.06,17.76,100.36
09-04-2016,30.81,22.19,16.85,100.47
10-04-2016,30.62,21.99,16.6,100.56
11-04-2016,30.4,21.8,16.54,100.42
12-04-2016,31.62,23.04,17.94,100.24
13-04-2016,32.37,23.93,18.98,100.03
14-04-2016,32.08,24.59,19.59,100.1
15-04-2016,31.67,24.44,19.41,100.32
16-04-2016,31.51,24.42,19.35,100.28
17-04-2016,31.3,24,18.92,100.22
18-04-2016,31.14,23.47,18.31,100.26
19-04-2016,31.05,23.37,18.13,100.34
20-04-2016,31.62,22.96,17.76,100.42
21-04-2016,32.26,24.12,19.1,100.27
22-04-2016,32.95,23.96,18.98,100.11
23-04-2016,33.08,23.76,18.92,99.93
24-04-2016,33.46,23.94,18.98,99.81
25-04-2016,32.24,24.19,19.17,100.04
26-04-2016,31.21,24.38,19.29,100.32
27-04-2016,30.53,23.58,18.43,100.28
28-04-2016,31.68,22.34,17.46,100.22
29-04-2016,31.94,22.36,17.4,100.27
30-04-2016,31.73,22.43,17.46,100.28
01-05-2016,32.05,21.86,16.97,100.21
02-05-2016,32.57,22.57,17.64,100.17
03-05-2016,32.33,23.06,18.07,100.15
04-05-2016,31.95,23.77,18.68,100.2
05-05-2016,31.76,23.17,18.07,100.28
06-05-2016,31.42,23.12,17.94,100.27
07-05-2016,30.98,23.31,18.13,100.27
08-05-2016,31.61,23.24,18.01,100.33
09-05-2016,31.41,23.15,17.88,100.31
10-05-2016,31.94,22.63,17.4,100.32
11-05-2016,31.9,21.19,16.11,100.24
12-05-2016,32.54,21.16,15.99,100.04
13-05-2016,32.8,22.65,17.46,100.01
14-05-2016,31.83,23.56,18.43,100.18
15-05-2016,31.34,23.05,17.82,100.22
16-05-2016,29.57,24.8,19.78,99.99
17-05-2016,27.83,24.43,19.41,99.69
18-05-2016,28.94,24.19,19.17,99.38
19-05-2016,29.66,24.33,19.23,99.58
20-05-2016,30.55,24.48,19.47,99.7
21-05-2016,30.61,23.73,18.55,99.86
22-05-2016,31.32,24.27,19.29,99.95
23-05-2016,31.56,23.74,18.68,99.95
24-05-2016,32.15,23.75,18.74,99.91
25-05-2016,32.82,23.73,18.74,99.82
26-05-2016,32.15,23.94,18.8,99.93
27-05-2016,29.37,23.98,18.74,100.09
28-05-2016,30.76,24.13,18.98,100.06
29-05-2016,28.36,24.05,18.86,100.09
30-05-2016,30.05,23.9,18.68,99.96
31-05-2016,29.78,23.92,18.68,100.07
01-06-2016,28.98,24.08,18.92,100.14
02-06-2016,29.93,24.62,19.53,100.04
03-06-2016,30.26,24.16,19.1,99.97
04-06-2016,29.85,24.62,19.53,99.96
05-06-2016,29.8,24.49,19.41,99.99
06-06-2016,29.36,25.3,20.32,100.01
07-06-2016,29.63,25.09,20.14,100.01
08-06-2016,29.49,25.58,20.69,100
09-06-2016,29.17,23.97,18.8,100.03
10-06-2016,29.2,23.65,18.43,100.04
11-06-2016,30.73,23.12,17.82,100.04
12-06-2016,30.42,22.16,16.85,100.04
13-06-2016,30,20.87,15.62,100.07
14-06-2016,30.55,20.44,15.32,99.99
15-06-2016,31.32,22.05,16.85,99.83
16-06-2016,30.94,22.76,17.52,99.75
17-06-2016,30.67,22.55,17.4,99.68
18-06-2016,29.64,23.24,18.01,99.8
19-06-2016,28.3,22.93,17.7,99.87
20-06-2016,27.7,23.71,18.49,99.87
21-06-2016,28.76,23.8,18.62,99.88
22-06-2016,28.67,23.19,17.88,99.99
23-06-2016,28.09,22.64,17.33,99.98
24-06-2016,27.5,21.7,16.36,99.94
25-06-2016,27.75,21.96,16.6,100
26-06-2016,28.43,22.29,16.97,100.02
27-06-2016,29.01,23.32,18.07,99.88
28-06-2016,28.32,22.7,17.4,99.9
29-06-2016,28.61,23.43,18.13,99.9
30-06-2016,28.6,22.9,17.58,99.91
01-07-2016,29.05,22.83,17.52,99.81
02-07-2016,29.78,22.93,17.64,99.85
03-07-2016,29.94,23.35,18.07,99.98
04-07-2016,29.44,23.47,18.25,100.03
05-07-2016,29.44,23.82,18.62,100.01
06-07-2016,29.64,23.9,18.68,99.94
07-07-2016,29.25,23.35,18.07,99.98
08-07-2016,29.65,22.3,16.97,99.85
09-07-2016,29.73,22.17,16.85,99.84
10-07-2016,30.28,22.11,16.78,99.79
11-07-2016,29.45,22.08,16.78,99.81
12-07-2016,29.24,22.41,17.09,99.92
13-07-2016,30.28,22.76,17.52,99.92
14-07-2016,30.15,23.06,17.82,99.87
15-07-2016,29.48,24.12,18.98,99.92
16-07-2016,28.86,23.81,18.55,100.12
17-07-2016,28.33,23.56,18.25,100.31
18-07-2016,28.39,23.09,17.76,100.24
19-07-2016,28.51,23.01,17.64,100.17
20-07-2016,28.57,22.98,17.64,100.08
21-07-2016,28.51,22.64,17.33,99.96
22-07-2016,28.44,22.57,17.21,99.92
23-07-2016,28.73,22.7,17.4,99.92
24-07-2016,28.66,23.32,18.07,99.96
25-07-2016,28.05,23.65,18.43,100.04
26-07-2016,27.5,24.35,19.17,100.08
27-07-2016,27.48,23.95,18.68,100.12
28-07-2016,27.98,24.26,19.04,100.07
29-07-2016,27.5,24,18.8,100.04
30-07-2016,27.4,23.42,18.13,100.06
31-07-2016,28.61,22.36,17.03,100.06
01-08-2016,28.69,21.64,16.3,100
02-08-2016,28.48,21.83,16.48,99.8
03-08-2016,28.51,22.25,16.91,99.77
04-08-2016,28.59,22.34,17.03,99.88
05-08-2016,29.33,22.48,17.15,99.93
06-08-2016,29.11,22.66,17.33,99.98
07-08-2016,29.44,22.92,17.64,100.06
08-08-2016,30.09,22.9,17.64,100.11
09-08-2016,30.31,23.2,17.94,100.06
10-08-2016,30.21,23.14,17.88,100.11
11-08-2016,29.74,23.19,17.94,100.2
12-08-2016,30.48,23.3,18.07,100.16
13-08-2016,29.94,23.83,18.62,100.05
14-08-2016,30.08,23.55,18.31,99.99
15-08-2016,30.38,22.59,17.33,99.89
16-08-2016,30.44,22.04,16.72,99.8
17-08-2016,30.34,22.27,16.97,99.75
18-08-2016,30.25,22.57,17.33,99.8
19-08-2016,30.87,22.58,17.4,99.85
20-08-2016,29.18,23.02,17.76,99.92
21-08-2016,29.55,23.49,18.25,99.98
22-08-2016,29.9,23.51,18.25,100.02
23-08-2016,29.68,23.57,18.37,100
24-08-2016,30.2,23.08,17.88,99.91
25-08-2016,27.45,23.27,18.01,100.05
26-08-2016,27.19,23.39,18.07,100.04
27-08-2016,28.34,23.13,17.82,100.06
28-08-2016,29.26,22.47,17.21,100.05
29-08-2016,29.19,23.44,18.19,99.97
30-08-2016,28.4,23.8,18.55,99.89
31-08-2016,27.5,23.74,18.49,99.94
01-09-2016,28.12,22.58,17.27,100.15
02-09-2016,28.61,22.7,17.33,100.17
03-09-2016,28.45,22.42,17.09,100.16
04-09-2016,29.09,22.58,17.27,100.26
05-09-2016,29.27,22.08,16.72,100.27
06-09-2016,29.55,21.51,16.17,100.29
07-09-2016,29.44,21.5,16.17,100.2
08-09-2016,29.53,22.08,16.78,100.2
09-09-2016,29.29,22.69,17.4,100.22
10-09-2016,29.43,23.7,18.49,100.15
11-09-2016,28.46,22.87,17.52,100.1
12-09-2016,28.15,22.59,17.21,100.05
13-09-2016,28.8,22.53,17.21,100.04
14-09-2016,28.88,22.63,17.33,100.02
15-09-2016,28.85,22.89,17.64,99.99
16-09-2016,28.7,23.36,18.13,99.97
17-09-2016,28.11,23.4,18.13,100.05
18-09-2016,28.26,22.61,17.27,100.17
19-09-2016,29.32,22.62,17.33,100.14
20-09-2016,28.93,22.97,17.64,100.06
21-09-2016,28.07,22.55,17.21,100.07
22-09-2016,29.32,23.04,17.76,100.02
23-09-2016,29.65,22.92,17.7,99.84
24-09-2016,29.69,23.51,18.31,99.74
25-09-2016,29.58,23.32,18.07,99.85
26-09-2016,29.92,23.73,18.55,99.99
27-09-2016,27.96,24.62,19.47,100.1
28-09-2016,27.98,24.3,19.1,100.04
29-09-2016,28.04,24.18,18.98,99.98
30-09-2016,28.51,24.07,18.86,99.93
01-10-2016,28.45,23.84,18.62,100.01
02-10-2016,27.85,23.32,18.01,100.26
03-10-2016,28.19,23.58,18.25,100.25
04-10-2016,28.63,23.52,18.19,100.25
05-10-2016,28.87,23.43,18.13,100.17
06-10-2016,28.51,22.69,17.33,100.19
07-10-2016,28.59,22.51,17.21,100.23
08-10-2016,29.44,22.51,17.21,100.23
09-10-2016,29.31,23.4,18.13,100.24
10-10-2016,29.8,23.35,18.07,100.17
11-10-2016,29.6,23.58,18.31,100.13
12-10-2016,29.47,23.58,18.31,100.2
13-10-2016,28.69,22.65,17.27,100.26
14-10-2016,28.96,21.15,15.75,100.32
15-10-2016,28.1,20.66,15.32,100.41
16-10-2016,27.88,20.2,14.83,100.45
17-10-2016,28.15,19.69,14.4,100.35
18-10-2016,28.36,19.9,14.65,100.25
19-10-2016,28.52,20.02,14.77,100.18
20-10-2016,29.05,19.87,14.59,100.11
21-10-2016,28.18,19.64,14.4,100.23
22-10-2016,28.12,20.18,14.83,100.38
23-10-2016,28.4,20.1,14.77,100.42
24-10-2016,28.07,19.33,14.16,100.38
25-10-2016,27.73,18.19,13.12,100.3
26-10-2016,28.19,19,13.79,100.35
27-10-2016,28.16,18.96,13.79,100.42
28-10-2016,28.57,19.48,14.34,100.37
29-10-2016,28.82,22.65,17.27,100.35
30-10-2016,26.97,23.73,18.37,100.44
31-10-2016,27.49,22.55,17.09,100.65
01-11-2016,27.23,22.69,17.21,100.6
02-11-2016,26.98,23.48,18.07,100.51
03-11-2016,27.45,23.35,18.01,100.43
04-11-2016,28.71,21.1,15.81,100.26
05-11-2016,27.81,19.08,14.1,100.24
06-11-2016,27.8,19.53,14.34,100.4
07-11-2016,27.48,20.46,15.08,100.59
08-11-2016,27.26,19.37,14.1,100.64
09-11-2016,26.13,15.69,11.23,100.76
10-11-2016,25.9,17.54,12.57,100.69
11-11-2016,26.37,19.33,14.04,100.64
12-11-2016,26.83,21.1,15.69,100.69
13-11-2016,27.22,23.19,17.7,100.74
14-11-2016,27.74,22.61,17.15,100.7
15-11-2016,27.58,22.19,16.72,100.67
16-11-2016,27.63,22.51,17.03,100.64
17-11-2016,27.64,22.04,16.54,100.67
18-11-2016,27,20.95,15.5,100.58
19-11-2016,25.92,20.3,14.89,100.52
20-11-2016,25.73,20.4,14.95,100.58
21-11-2016,26.03,19.69,14.34,100.61
22-11-2016,25.58,19.17,13.92,100.58
23-11-2016,25.23,17.89,12.94,100.58
24-11-2016,24.98,18.05,12.94,100.63
25-11-2016,25.3,18.3,13.18,100.59
26-11-2016,25.06,17.58,12.63,100.65
27-11-2016,25.19,16.82,12.15,100.59
28-11-2016,25.47,17.03,12.33,100.61
29-11-2016,25.44,17.83,12.94,100.71
30-11-2016,25.34,18.79,13.55,100.72
01-12-2016,24.8,21.35,15.99,100.5
02-12-2016,26.23,22.07,16.6,100.65
03-12-2016,26,22.86,17.33,100.82
04-12-2016,26.11,23.11,17.64,100.86
05-12-2016,25.73,21.83,16.3,100.78
06-12-2016,24.78,19.23,13.92,100.75
07-12-2016,25.04,21.19,15.75,100.71
08-12-2016,25.51,21.01,15.56,100.63
09-12-2016,24.32,17.33,12.39,100.5
10-12-2016,23.65,14.16,10.25,100.42
11-12-2016,24.75,16.23,11.78,100.2
12-12-2016,22.66,19.74,14.65,99.82
13-12-2016,25.95,22.69,17.27,100.27
14-12-2016,25.33,21.55,16.05,100.6
15-12-2016,24.79,21.48,15.93,100.74
16-12-2016,25.12,21.63,16.11,100.84
17-12-2016,24.51,20.62,15.14,100.87
18-12-2016,24.07,19.97,14.53,100.84
19-12-2016,23.9,19.73,14.34,100.81
20-12-2016,23.88,20.26,14.83,100.81
21-12-2016,24.15,19.87,14.47,100.85
22-12-2016,23.4,17.08,12.21,100.77
23-12-2016,23.08,16.2,11.54,100.65
24-12-2016,22.85,17.02,12.08,100.58
25-12-2016,22.82,17.19,12.27,100.68
26-12-2016,23.02,18.22,13.06,100.68
27-12-2016,24.12,20.31,14.89,100.67
28-12-2016,24.46,19.83,14.4,100.74
29-12-2016,23.73,18.98,13.67,100.84
30-12-2016,23.88,18.19,13,100.88
